GEOGRAPHY_ID,SUB_DISTRICT,ULB_RLB_VILLAGE
16894,Khandapada,Badabanapur
16895,Kalimela,Gampakonda
16896,Nuapada,Sarabang
16897,Loisinga,Bakati
16898,Asika,Jayapur
16899,Hinjili,Saru
16900,Dhamanagar,Jalamandua
16901,Kodinga,Bhatigan
16902,Soro,Ainri
16903,Paparahandi,Loharakani
16904,Dabugan,Singisari
16905,Paradeep Lock,Jhimani
16906,Loisinga,Nagaon
16907,Narala,Bhanpur
16908,Saintala,Chhanchhada
16909,Tushura,Amgaon
16910,Panikoili,Ambatola
16911,Biridi,Maliancha
16912,Junagarh,Sankriguda
16913,Hemgir,Khajuradihi
16914,Patnagarh,Luhakhan
16915,Bandhugaon,Katulpeta
16916,Garabandha,Deula
16917,Koraput,Baunsaguda
16918,G.Udayagiri,Gamuli
16919,Seskhal,Badalukuti
16920,Kashipur,Boring
16921,Sinapali,Dangargaon
16922,Baleshwar Sadar,Mundideula
16923,Jagatsinghapur,Anandapur
16924,Tomka,Dhabahali
16925,Biswanathpur,Bakatpur
16926,Narala,Patangpadar
16927,Kendujhar Town,Siriskhunta
16928,Suliapada,Purunapani
16929,Jashipur,Asanabani
16930,Bolagad,Bankoidala
16931,Nuagaon,Kashmirsasan
16932,Raiboga,Kendudihi
16933,Mudulipada,Amlabhata
16934,Bangiriposi,Kamalpur
16935,Burdenp.S.,Banjujhula
16936,Motu,Mpv - 78
16937,Thuamul Rampur,Mardiguda
16938,Lanjigarh,Ghodapokhari
16939,Dasamantapur,Pirimachhi
16940,Biramaharajpur,Redam
16941,Ersama,Botigan
16942,Bhandari Pokhari,Dadeswar
16943,Kankadahad,Karadapal
16944,Jhumpura,Ghuntapasi
16945,Raibania,Routrapur
16946,Kashipur,Goudaguda
16947,Pattamundai,Bali Jhari
16948,Biramitrapur,Chadrihariharpur
16949,Bandhugaon,Machhapadar
16950,Mohana,Rua Amba
16951,Similia,Purastampur
16952,Banarpal,Badakhali
16953,Khajuripada,Chandarupadar
16954,Motu,Katagura
16955,Nayakote,Balibeda
16956,Raikia,Padrimaha
16957,Raiboga,Pandurisila
16958,Nilagiri,Patapurbada
16959,Satyabadi,Golabinjheipada
16960,Patana,Sibanarayanpur
16961,Patnagarh,Khuripani
16962,Kundura,Guliguda
16963,Chandrapur,Tapirikupuda
16964,Bangiriposi,Kadadiha
16965,Andirakanch,Karanjakupakhal
16966,Serango,Anubudi
16967,Kendujhar Sadar,Uperkainsari
16968,Binjharpur,Gopalpur
16969,Kundheigola,Thianal
16970,Nischintakoili,Bharigol
16971,Manamunda,Mrutunjayapur
16972,Bant,Kantigadia
16973,Khaira,Kalarapal
16974,Tangi,Astapari
16975,Jashipur,Badasoki
16976,Badamba,Nuataila
16977,Bisra,Bhurtabahal
16978,Similia,Maujampur
16979,Madanpur Rampur,Dhanrakhaman
16980,Chitrakonda,Khajuriguda
16981,Gorumahisani,Merudihi
16982,Delanga,Sadapada No.2
16983,Balimi,Gandijhara
16984,Jeypore,Barangput
16985,Athagad,Gopiballavapur
16986,Tirtol,Barhampur
16987,Ghatgaon,Mundatangar
16988,Kendrapara Sadar,Singiri
16989,Hindol,Tutupada
16990,Balipatna,Alisibindha
16991,Reamal,Reabahal Kunjabahal
16992,Khalikote,Badakhetabijayakrushnasaranpur
16993,Panikoili,Telia
16994,Derabish,Maheshpur Alias Sankarpur
16995,Tangi,Ghasisanthapur
16996,Bangiriposi,Jamadapal
16997,Ambabhona,Goudpali
16998,Jharpokharia,Bhadua
16999,Surada,Dhepaguda
17000,Rambha,Gudijhara
17001,Basudebpur,Hatapada
17002,Ghatgaon,Dhanurjayapur
17003,Burdenp.S.,Chakamakjori
17004,Rayagada,Kotaguda
17005,Sainkul,Jarak
17006,Remuna,Kualhati
17007,Kotagarh,Kutiguda
17008,Soro,Barchhigadia
17009,Baria,Pahadabhanga
17010,Reamal,Dasagharia(Paiki)
17011,Jankia,Manpurpatna
17012,Hemgir,Ghumuda(Sana)
17013,Debagarh,Tikilijharan
17014,Telkoi,Lipinda
17015,Dunguripali,Mahubahali
17016,Burla,Barhakuni
17017,Tumudibandha,Dagirigan
17018,Patapur,Ghasiamba
17019,Tikabali,Kamerikia
17020,Garabandha,Vidada
17021,Balikuda,Korania
17022,Kasinagar,Endri
17023,Golanthara,Jaganathpur
17024,Koraput,Bilaput
17025,Loisinga,Sarasmunda
17026,Jajapur,Sanadogada
17027,Daitari,Dangadar
17028,Mahakalapada,Manitiri
17029,Berhampur,Bhalukapasi
17030,Anandapur,Rugudi
17031,Soso,Sankhana
17032,Dhenkanal Sadar,Kadampal
17033,Odagaon,Panibandh
17034,Dharmasala,Brahmapur Sasan
17035,Barapali,Munupali
17036,Nuagaon,Madanpur
17037,Rayagada,Kinarimoda (Kinermera)
17038,Suliapada,Asanbani
17039,Bangiriposi,Bautia
17040,Tangi,Batisibatia
17041,Rajnagar,Kusunpur
17042,Dasamantapur,Tabajaguda
17043,Dhenkanal Sadar,Sananagena
17044,Balikuda,Tihudi
17045,Singla,Depada
17046,Harbhanga,Geredisahi
17047,Rajnagar,Loknathprasad
17048,Tumudibandha,Tekalamila
17049,Banapur,Badasula
17050,Subalaya,Sunariberni
17051,Baudh Sadar,Sanasubalaya
17052,Balianta,Kakarudrapurmelaka
17053,Jodamba,Bezing
17054,Tikaetpali,Nuagaon
17055,Mohana,Poipada
17056,Khamar,Nuapada
17057,Nandapur,Sisaput
17058,Machh Kund,Akanta
17059,Nandipada,Badatira
17060,Thuamul Rampur,Kachalekha
17061,Turumunga,Surendrapur
17062,Jajpur Sadar,Darajpur
17063,Mahanga,Keutakhandi
17064,Nandipada,Thunigaon
17065,Kiakata,Bankapal
17066,Thuamul Rampur,Madangguda
17067,Patapur,Abandia
17068,Madanpur Rampur,Agadhupur
17069,Kashipur,Leliguma
17070,Charamal,Bhadidara
17071,Tarbha,Sagarpali
17072,Debagarh,Khandadhuan
17073,Jaleswar,Debakarpur
17074,Sadar,Gothabhata
17075,Rajnagar,Laxmiprasad
17076,Tikiri,Talakodigam
17077,Soro,Kumbhi
17078,Kishorenagar,Bhimapur
17079,Kamarda,Kuruntiapatana
17080,Bhograi,Teghari
17081,Banapur,Gambharimunda
17082,Mathili,Kamalapadar
17083,Mohana,Nundruju
17084,Baria,Gopiballavpur
17085,Kaliapani,Nagada
17086,Jeypore,Batojaganathpur
17087,Anandapur,Mathianendi
17088,Choudwar,Garudgaon
17089,Barkot,Kantapal
17090,Brahmagiri,Brahmapur
17091,Rayagada,Bhagudi
17092,Serango,Sargiasingi
17093,Baragaon,Charpali
17094,Koida,Ranisal
17095,Gorumahisani,Pandupani
17096,Biramaharajpur,Litipali
17097,Manamunda,Jhinkarapali
17098,Kashipur,Kodiguda
17099,Debagarh,Badabaliposi
17100,Narala,Kusmel
17101,Basta,Haladiapada
17102,Gorumahisani,Bhejidihi
17103,Kashipur,Shiripai
17104,Koraput,Malingijodi
17105,Baliguda,Pokharibandha
17106,Manamunda,Kadopadar
17107,Mahanga,Mangalpur
17108,Betanati,Dhanghera
17109,Padmapur,Asaragudi
17110,Manamunda,Charpali
17111,Palalahada,Baradiha
17112,Tirtol,Mantir
17113,Mudulipada,Angel
17114,Soro,Darakholi
17115,Dasapalla,Chakradharpur
17116,Madanpur Rampur,Jakabahali
17117,Salepur,Kukudang
17118,Odagaon,Kuradhighasa
17119,Jamankira,Sareipali
17120,Uttara P.S,Itipur
17121,R.Udayagiri,Padamapur
17122,Jagatsinghapur,Sudubhuin
17123,Nandapur,Lenkidiguda
17124,Tikabali,Dakepadar
17125,Lahunipara,Sareikela
17126,Bhairabsingipur,Mankadiatala
17127,Konark,Adhual
17128,Bhanjanagar,Ulingia
17129,Narayanpatana,Swagamari
17130,Barbil,Raeka
17131,Manamunda,Baghad
17132,Gurandi,Subhadranarayandeopeta
17133,Kantamal,Barigoba
17134,Biridi,Parisankharisahi
17135,Bansada,Badasamukavedi
17136,Jarada,Talagudihill
17137,Gop,Redhua
17138,Khunta,Tentulia
17139,Kantamal,Gadfesferedi
17140,Tikiri,Uparadheska
17141,Biramaharajpur,Brahmanipali
17142,Jashipur,Jamunalia
17143,Badampahar,Bagdega
17144,Manamunda,Butumunda
17145,Patnagarh,Jalpali
17146,Badachana,Khajuria
17147,Mahulapada,Tasada
17148,Koraput Town,Machhaput
17149,Reamal,Satakiari
17150,Gochhapada,Darisuga
17151,Bhanjanagar,Badiagan
17152,Baleshwar Sadar,Akinia
17153,Nilagiri,Gobindapur
17154,Banei,Pandua
17155,Kujang,Talapada
17156,Rasagobindapur,Itahari
17157,Nilagiri,Agiria
17158,Kochinda,Dhudikhol
17159,Kendujhar Sadar,Fakirpur
17160,Khunta,Kadadiha
17161,Jaleswar,Chaughani
17162,Lanjigarh,Dhodel
17163,Telkoi,Ajayapur
17164,Naugaon,Barada
17165,Bishamakatak,Tadingipai
17166,Kantamal,Samakupa
17167,Bandhugaon,Anabari
17168,Kamarda,Pathuria
17169,Samal Barrage,Balijharan
17170,Chandua,Kathgandia
17171,Narasinghpur,Pathansahi
17172,Samal Barrage,Jhadagram
17173,Harbhanga,Jabar
17174,Subalaya,Yubaranisitapur
17175,Mahanga,Gokalpur
17176,Harbhanga,Paidabhumi
17177,Phiringia,Shashipader
17178,Mohana,Kapuripata
17179,Nihalprasad,Ratanpur
17180,Manamunda,Budhikana
17181,Talcher Sadar,Kanteikolia
17182,Talcher Sadar,Ketlandpur
17183,Jajapur,Astapraharajpur
17184,Boipariguda,Silimal
17185,Nayagarh Sadar,Dhipamala
17186,Mathili,Baliguda
17187,Serango,Abada
17188,Tiring,Mahulduma
17189,Pandapara,Gopinathpur
17190,Tomka,Tungei Suni
17191,Madanpur Rampur,Jarka
17192,Kantamal,Sanakalarakotha
17193,Rayagada,Engaraba
17194,Kamakshyanagar,Bampu
17195,Balikuda,Benupur
17196,Phiringia,Kekiringia
17197,Muruda,Brahamanmara
17198,Attabira,Naghapali
17199,Thakurmunda,Betajhari
17200,Raighar,Simdapara
17201,Kanpur,Siariataila
17202,Boriguma,Khutulaguda
17203,Dasapalla,Arasahi
17204,Jashipur,Bandirabasa
17205,Pipili,Gobardhanpur
17206,Kolabira,Sunajharia
17207,Sadar,Ambapada
17208,Debagarh,Kadalimunda
17209,Dhenkanal Sadar,Bebartakateni
17210,Kalinganagar,Saransa
17211,Betanati,Bhaliadiha
17212,Paparmetla,Paneshgandhi
17213,Khunta,Gendagadia
17214,Chandrapur,Pankalagudi
17215,Phulabani,Bhetakhol
17216,Ghasipura,Siaria
17217,Karanjia,Tulasiposi
17218,Manamunda,Guabahal
17219,Oupada,Benagadia
17220,Betanati,Kisantandi
17221,Ranapur,Nilapali
17222,Bandhugaon,Katavalasa
17223,Balikuda,Sirailo
17224,Rajnagar,Singadapal
17225,Balangir,Belbahali
17226,Pandapara,Fuljhar
17227,Kanpur,Talapunji
17228,Suliapada,Badsul
17229,Bangiriposi,Nuagan
17230,Chandaka,Sundarpur
17231,Tomka,Harikansa
17232,Khajuripada,Gadiapara
17233,Titlagarh,Ghughurpala
17234,Badampahar,Rahadibeda
17235,Pipili,Makundapurhat
17236,Jankia,Raimul
17237,Pipili,Banamalipur
17238,Purusottampur,Hindulapalli
17239,Dhenkanal Sadar,Kanteikolia
17240,Balangir,Kasabahal
17241,Tirtol,Aimadhoti
17242,Odagaon,Dhabalei
17243,Doraguda,Makapadara
17244,Puruna Katak,Bahali
17245,Debagarh,Bargadia
17246,Rayagada,Kadambatal
17247,Bolagad,Beguniamula
17248,Konark,Odasamul
17249,Khunta,Athilagadi
17250,Jujomura,Padapani
17251,Baria,Maliposi
17252,Biramitrapur,Sarndamal
17253,Balugaon,Kaluri
17254,Paralakhemundi,Puduni
17255,Muniguda,Barikhal
17256,Gandia,Bhaliakana
17257,Baisinga,Kujigadi
17258,Patkura,Maninathapur
17259,Padmapur,Kurundi
17260,Koida,Tantigram
17261,Bangomunda,Khapadara
17262,Rayagada,Burujuguda (Sauraguda)
17263,Balikuda,Sasana
17264,Soro,Agiria
17265,Phulabani,Pundali
17266,Patana,Nuabandha
17267,Lanjigarh,Betapada
17268,Ranapur,Kandaragadia
17269,Mudulipada,Amliput
17270,Belpara,Dangartal
17271,Manamunda,Khandikanapa
17272,Rayagada,"Guruti""G"""
17273,Badampahar,Chengbaria
17274,Nirakarpur,Kashipur
17275,Mohana,Tangilipadar
17276,Manamunda,Kanapada
17277,Kendrapara Sadar,Balabhadrapur
17278,Serango,Adamaguda
17279,Parajang,Jharana Bahali
17280,Boden,Jhirinikhol
17281,Salepur,Baunapati
17282,Podia,Rodanpalli
17283,Pattamundai,Subarna Pur
17284,Bhograi,Balharpur
17285,Athmallik,Belpunji
17286,Lakshmipur,Bhalujodi
17287,Thakurmunda,Ranibhol
17288,Kujang,Pangara
17289,Rambha,Jharapalli
17290,Badampahar,Saraspada
17291,Telkoi,Santeibhanja
17292,Khajuripada,Badabhuin
17293,Similia,Kakhadapada
17294,Paikamal,Gandpali
17295,Raruan,Gayalchatua
17296,Malkangiri,Lakhanpur
17297,Bamebari,Handibhanga
17298,Khariar,Rajamunda
17299,Suliapada,Baghda
17300,Bhadrak Rural,Porapara
17301,Badmal,Dumermunda
17302,Karanjia,Pichhuli
17303,Jharbandha,Chardapali
17304,Gurudijhatia,Kaduanuagan
17305,Rajnagar,Mugakani
17306,Nandipada,Elakania
17307,Ramagiri,Jhadapada
17308,Madanpur Rampur,Sitarampali
17309,Saintala,Mayamunda
17310,Odagaon,Rabigadia
17311,Banapur,Jhintikapalli
17312,Koliana,Kendudiha
17313,Kochinda,Jatiapali (San)
17314,Jamda,Rangamatia
17315,Ambadala,Kodalima
17316,Daitari,Pangarugudi
17317,Jarada,Lalkamagam
17318,Bantala,Sanakantakul
17319,Basta,Ramachandrapur
17320,Badamba,Khalibati
17321,Kundheigola,Phuljhari
17322,Bangiriposi,Juha
17323,Baliapal,Nachandia
17324,Sadar,Gunduri
17325,Daitari,Panchamareservesahi
17326,Khunta,Mankadakenda
17327,Bolagad,Nilakanthapur
17328,Patana,Keshadiha
17329,Chandrapur,Belamguda
17330,Baripada Sadar,Garadanesa
17331,Rayagada,Khamasingi (Totaguda)
17332,Narayanpatana,Bijaghati
17333,Jaleswar,Ghantiari
17334,Bhograi,Mangarajpur
17335,Nayagarh Sadar,Ladukeshwarpur
17336,Koliana,Kamarpal
17337,Balikuda,Nalo
17338,Orkel,Rangamguda
17339,Chitrakonda,Ambilibeda
17340,Tigiria,Sudarsanpur
17341,Junagarh,Jharband (1)
17342,Reamal,Chirgunikudar
17343,Tangi,Gedeiswainpatna
17344,Malkangiri,Bhimarangini
17345,Tiring,Sidadihi
17346,Lahunipara,Bhaliadihi
17347,Handapa,Kanteikolia
17348,Rasagobindapur,Karatpata
17349,Jarada,Rajapur
17350,Binjharpur,Baniapal
17351,Jharbandha,Nalipani
17352,Tiring,Jambani
17353,Kasinagar,Arimba
17354,Balianta,Dhabalahar
17355,Kasinagar,Kitingi
17356,Oupada,Patapur
17357,Khordha Sadar,Kankadahad
17358,Daringbadi,Satungia
17359,Gania,Khalisara
17360,Industrial,Pirakhaman
17361,Mahanga,Siripur
17362,Boden,Kathafar
17363,Rayagada,Hatikhamba
17364,Koida,Kadamdihi
17365,Similia,Dhumpur
17366,Serango,Baroi
17367,Kaniha,Gandaberena
17368,Puttasing,Jhumpapur
17369,Jharpokharia,Mundhabani
17370,Kaniha,Khajuria
17371,Jhumpura,Parbatipur
17372,Tushura,Bhalukund
17373,Balimi,Kantamila
17374,Ghatgaon,Rohaniduma
17375,Phulabani Town,Lengarasahi
17376,Khaira,Dighitentuli
17377,Lanjigarh,Malijubang
17378,Kaptipada,Badampada
17379,Madanpur Rampur,Kharjura
17380,Kotpad,Bagchuan
17381,Khamar,Godaramunda
17382,Tushura,Kanersingha
17383,Kendrapara Sadar,Tirinia
17384,Bhairabsingipur,Chilamandi
17385,Jamankira,Kutarimal
17386,Nischintakoili,Sadhakanagar
17387,Jayapatna,Paikkendumundi
17388,Bhograi,Sahapur
17389,Gandia,Dulan
17390,Tangi,Santarapur
17391,Singla,Kusadiha
17392,Khaira,Gavar
17393,Bolagad,Panchukota
17394,Telkoi,Khajuria
17395,Bhograi,Gitkhola
17396,Puruna Katak,Udepur
17397,Baudh Sadar,Kantuani
17398,Sohela,Gobindpur
17399,Kanjipani,Erida
17400,Manamunda,Kirikichipali
17401,Kotagarh,Tikarigam
17402,Kiakata,Bhandarimunda
17403,Jeypore,Taragai
17404,Baliguda,Jargi
17405,Serango,Burudingi
17406,Seskhal,Achava
17407,Baria,Nischintapur
17408,Balipatna,Ghasiandhoti
17409,Kantamal,Bandhugora
17410,Jajapur,Champa
17411,Pottangi,Gurujiguda
17412,Khordha Sadar,Ramasingprasad
17413,Sindhekela,Adabahal
17414,Khatiguda,Tagapali
17415,Khordha,Niala
17416,Bant,Dhaniojha
17417,Turumunga,Muktapur
17418,Hemgir,Lipaspali
17419,Rengali,Jhargaon(A)
17420,Baunsuni,Juramunda
17421,Madanpur Rampur,Dandibhanja
17422,Naugaon,Nahadipada
17423,Kesinga,Kantamal
17424,Kantabanji,Dangia
17425,Kokasara,Sardhapur
17426,Boipariguda,Gunji
17427,Baudh Sadar,Jogiberini
17428,Karanjia,Sarasaposi
17429,Basta,Dandika
17430,Kishorenagar,Panduripathar
17431,Jagatsinghapur,Gopala
17432,Bhograi,Ranibasan
17433,Brahmani Tarang,Sanbirikera
17434,Tirtol,Derakana
17435,Bishamakatak,Majhi Halama
17436,Kanjipani,Nipa
17437,Thuamul Rampur,Nagi
17438,Baunsuni,Jharmunda
17439,Sadar,Suagapur
17440,Manamunda,Sindurpur
17441,Banki,Manipur
17442,Telkoi,Dullavpur
17443,Badachana,Padmalavapur
17444,Suliapada,Dumuria
17445,Ghagarbeda,Naibhanga
17446,Jharbandha,Mahulpali
17447,Mahakalapada,Sasana
17448,Ambadala,Saradapur
17449,Nimapada,Chahata
17450,Purusottampur,Enkataraypur
17451,Kaliapani,Gantayatkateni
17452,Mahanga,Ranigoda
17453,Dharakote,Muktapunji
17454,Tangi,Badapokhariapatna
17455,Palalahada,Nuguda
17456,Soro,Nuapur
17457,Soso,Padarukha
17458,Chandabali,Burujal
17459,Hemgir,Sharabahala
17460,Suliapada,Kathsirsi
17461,Barsahi,Chandanpur
17462,Baripada Sadar,Ramanagar
17463,Kendrapara Sadar,Simalada
17464,Jajpur Sadar,Nakhei
17465,Balipatna,Indolakusiari
17466,Banapur,Gadadharpur
17467,Narala,Adring
17468,Kishannagar,Kosida
17469,Muruda,Ulidihi
17470,Athagad,Paikarapur
17471,Badachana,Paikarapur
17472,Suliapada,Tentaposi
17473,Seskhal,Sanasandhubadi
17474,Tangi,Kandagadia
17475,Fategarh,Mandarbereni
17476,Gudari,Soura Guda
17477,Soro,Narasinghnagar
17478,Mahanga,Sukleswar
17479,Rajkanika,Matia
17480,Chhatrapur,Lokanathapur
17481,Bangomunda,Sahajot
17482,Marsaghai,Dekani
17483,Soro,Rasalpur
17484,Charamal,Nuapara
17485,Astaranga,Silari
17486,Champua,Haridajodi
17487,Nandapur,Mundagad
17488,Gudari,Lodiguda
17489,Banapur,Bharatapur
17490,Biramaharajpur,Dahanipali
17491,Rasagobindapur,Bhaliagadia
17492,Mahakalapada,Gamha
17493,Patapur,Rajanapalli
17494,Remuna,Sirakoili
17495,Talcher Sadar,Nuagan
17496,Naikanidihi,Gadala Khas
17497,Loisinga,Tentulikhunti
17498,Talcher Sadar,Sadasibapur
17499,Tarbha,Budhakhaman
17500,Rasagobindapur,Bhurudubani
17501,Balugaon,Patharakata
17502,Biramaharajpur,Bagchhera
17503,Narayanpatana,Bagam
17504,Khajuripada,Shakari
17505,Nischintakoili,Kendilo
17506,Kendujhar Sadar,Lunaghara
17507,Khunta,Badkaranjia
17508,Ghasipura,Dargudisila
17509,Harichandanpur,Khedapada
17510,Korai,Ranasarapur
17511,Thakurgarh,Karadabahali (Madhu)
17512,Thakurgarh,Khamar
17513,Brahmani Tarang,Fikodchundi
17514,Thakurgarh,Kusumadarh
17515,Suliapada,Chandabilla
17516,Soso,Karanjabati
17517,Rambha,Baurigandapalli
17518,Puruna Katak,Jaipur
17519,Nandapur,Kurumaput
17520,Thakurgarh,Rainali
17521,Thakurgarh,Ranibandha
17522,Paparmetla,Jantapai
17523,Daringbadi,Rasakua
17524,Bahalda,Bargidihi
17525,Karanjia,Chheliaposi
17526,Kamarposh Balang,Bimlagarh
17527,Belpara,Khaliapali
17528,Nayakote,Rakam
17529,Kosagumuda,Polligam
17530,Badachana,Bari
17531,Boipariguda,Pandipoda
17532,Rairangpur,Naujoda
17533,Baleshwar Sadar,Oupal
17534,Balangir,Barkani
17535,Kujang,Ranipada
17536,Chandua,Kaladam
17537,Brahmagiri,Katakapada
17538,Rajnagar,Brahmanikholha
17539,Nilagiri,Damagandira
17540,Kendrapara Sadar,Khairabad
17541,Badagada,Patapur
17542,Dasamantapur,Jodipai
17543,Kakiriguma,Sanneraka
17544,Kankadahad,Baghua
17545,Gochhapada,Kumalsingi
17546,Bheden,Baipur
17547,Biramaharajpur,Lehedi
17548,Jajapur,Bihari
17549,Kendujhar Sadar,Sanamuni
17550,Kochinda,Budulapali
17551,Garabandha,Garabandhametu(Hill)
17552,Tihidi,Jhinkria
17553,Ramagiri,Putara
17554,Rajnagar,Bindhanaukana
17555,Mahakalapada,Badapal
17556,Purusottampur,Makundapur
17557,Similiguda,Rajabedei
17558,Chitrakonda,Badaput
17559,Chandahandi,Semlaguda
17560,Nirakarpur,Rengata
17561,Daringbadi,Bhramarabadi
17562,Odagaon,Mahulia
17563,Hemgir,Karlikachhar
17564,Khaira,Amaragadia
17565,Kamarda,Purba Analia
17566,Patkura,Mirjapur
17567,Baleshwar Sadar,Padampur
17568,Dhenkanal Sadar,Ichhapur
17569,Umarkote,Deogan
17570,Reamal,Sabarpali
17571,Astaranga,Chhatiana
17572,Patnagarh,Mundapala
17573,Basta,Mandarda
17574,Dhenkanal Sadar,Jenasahu Patna
17575,Gangapur,Masanibhaga
17576,Bangomunda,Siletpara
17577,Kabisuryanagar,Pranadeipur
17578,Balangir,Sirabahal
17579,Tihidi,Anantapur
17580,Rayagada,Utakapadu (Kandhaguda)
17581,Jashipur,Khejuria
17582,Muniguda,Badabankili
17583,Khordha,Podadihapatana
17584,Sindhekela,Bagartipara
17585,Nandapur,Lamanda
17586,Kesinga,Mahagaon
17587,Anugul,Kankinali
17588,Gudari,Jalanidhi
17589,Sohela,Chitakhai
17590,Ranapur,Kotagada
17591,R.Udayagiri,Tikamala
17592,Anugul,Nuapada
17593,Titlagarh,Dangarpara
17594,Baliapal,Balarampur
17595,Itamati,Sunalati
17596,Paikamal,Kuturamal
17597,Pattamundai,Talapada
17598,Nischintakoili,Julukipada
17599,Madanpur Rampur,Takarumal
17600,Athmallik,Bandhupali
17601,Astaranga,Sariphipur
17602,Badagada,Usta
17603,Motu,Mpv - 55
17604,Bhadrak Rural,Harisankarpur
17605,Sukinda,Pubal
17606,Hatibari,Olhani
17607,Padua,Kularsing
17608,Gudari,Goudadhepa Guda
17609,Jagannath Prasad,Khairanati
17610,Nikirai,Sadanandapur
17611,Dhamanagar,Padinarayanpur
17612,Dhamanagar,Narayanpur
17613,Motunga,Uparbaghalunda
17614,Purusottampur,Dasiamaripalli
17615,Uttara P.S,Palaspursasan
17616,Pipili,Mangalapur
17617,Satyabadi,Athaisa
17618,Lahunipara,Nischintipur
17619,Ghatgaon,Badnuagaon
17620,Dharamgarh,Tambachada
17621,Bisoi,Bholbeda
17622,Bantala,Bandanpasi
17623,Melchhamunda,Budamal
17624,Basta,Bhagichakurai
17625,Kanpur,Bagadharia
17626,Koida,Kula
17627,Golanthara,Erendra
17628,Umarkote,Badagam
17629,Tihidi,Madhapur
17630,Barapali,Raksa
17631,Nuagaon,Kalingadala
17632,Lathikata,Suidihi
17633,Barkot,Budhakhaman
17634,Telkoi,Halpuri
17635,Khandapada,Kiajhara
17636,Harichandanpur,Chasatangari
17637,Bhairabsingipur,Jadabandha
17638,Dunguripali,Kudharikata
17639,Chhendipada,Khirabereni
17640,Kasinagar,Gouri
17641,Rasol,Gobindapur
17642,Daringbadi,Sangudumaha
17643,Tarbha,Dubula
17644,Binika,Mahulpali
17645,Tirtol,Badilo
17646,Jagannath Prasad,Paikarapalli
17647,Junagarh,Antarla
17648,Kamarda,Purusattampur
17649,Bisra,Teterkela
17650,Jagannath Prasad,Jamagarada
17651,Handapa,Baisana
17652,Nikirai,Netua
17653,Mahanga,Banaguria
17654,Bansada,Rabindranagar
17655,Bhandari Pokhari,Nuapokhari
17656,Jharsuguda,Dalki
17657,Digapahandi,Bajapalli
17658,Delanga,Patanapur
17659,Ersama,Salio
17660,Karanjia,Murgapat
17661,Nuagaon,Dabhar
17662,Bheden,Tihikipali
17663,Industrial,Subarnapur
17664,Balikuda,Angira
17665,Nimapada,Biswalsahi
17666,Khordha Sadar,Barapada
17667,Kanpur,Kalamatia
17668,Sarankul,Kurumundali
17669,Nuagaon,Balijodi
17670,Ersama,Kothi
17671,Nuapada,Amanara
17672,Soro,Adia
17673,Khalikote,Tentuliapalli
17674,Korai,Khamigan
17675,Serango,Bantalada
17676,Digapahandi,Patanda
17677,Kashipur,Kumbharshila
17678,Soro,Malanga
17679,Nandapur,Deogondhana
17680,Paradeep Lock,Chakradharpur
17681,Similia,Chakradharpur
17682,Patkura,Mandia
17683,Gania,Kaliapada
17684,Brahmani Tarang,Birida
17685,Junagarh,Bhejipadar
17686,Laikera,Chamardihi
17687,Jayapatna,Bhursiguda
17688,Baliapal,Naigati
17689,Sadar,Gobara
17690,Udala,Kochiladiha
17691,Kendrapara Sadar,Gangarampur
17692,Bhanjanagar,Sahanapalli
17693,Nuapada,Pipalchhendi
17694,Malkangiri,Ramaguda
17695,Rayagada,Karadasingi
17696,Brahmani Tarang,Tumran
17697,Kiakata,Kadapada
17698,Balipatna,Panikata
17699,Baidyeswar,Natery
17700,Ghatgaon,Gadadharapur
17701,Baliapal,Kalajathia
17702,Jagatsinghapur,Khandatari
17703,Chandabali,Malbad
17704,Khordha,Chutipalanga
17705,Patana,Suambirajayagovindpur
17706,Bari - Ramachandrapur,Mendha
17707,Baudh Sadar,Makundpur
17708,Remuna,Rautrapur
17709,Padmapur,Biripadar
17710,Begunia,Gadakadab
17711,Suliapada,Guhaldiha
17712,Rasagobindapur,Harinasul
17713,Satyabadi,Badalapur
17714,Rajkanika,Gobindapur
17715,Nilagiri,Durgapur
17716,Narala,Jampadar
17717,Jarada,Kelua
17718,Banei,Jibika
17719,Kaliapani,Aradapal
17720,Jayapatna,Barchhi
17721,Tushura,Rugudipali
17722,Odagaon,Gunthasahi
17723,Similia,Mahammadpur (Mahammadpur Oraf Parbatia)
17724,Aali,Palimi
17725,Kundheigola,Kushakhalia
17726,Sindhekela,Pudapali
17727,Rampur,Bairagimunda
17728,Khajuripada,Dutimendi
17729,Kanpur,Manapur
17730,Dabugan,Cheptiamba
17731,Parajang,Kandheikhol
17732,Laikera,Majurdima
17733,Jajpur Sadar,Badabanta
17734,Bahalda,Dalki
17735,Biramaharajpur,Kunjapali
17736,Suliapada,Bhuskunda
17737,Sindhekela,Budhipadar
17738,Pipili,Sahajapur
17739,Nuagaon,Jiginipada
17740,Barang,Fakirapada
17741,Talcher Sadar,Kishoripal
17742,Chandua,Dudhakundi
17743,Thakurgarh,Arakhakuda
17744,Mahanga,Dharapur
17745,Narayanpatana,Borigi
17746,Muruda,Mohanpur
17747,Naikanidihi,Joragadia
17748,Padmapur,Sargijuri
17749,Khordha Sadar,Deulatangi
17750,Bolagad,Badakumari
17751,Komna,Agren
