STATE,DISTRICT,SUB_DISTRICT,POPULATION,VILLAGE_COUNT,AVG_VILLAGE_POPULATION,RANK_IN_STATE
Arunachal Pradesh,Leparada,Tirbin Eac,5015.0,30,167.0,48
Arunachal Pradesh,Siang,Boleng Adc,4985.0,11,453.0,49
Arunachal Pradesh,Lohit,Sunpura Circle,4815.0,10,482.0,50
Arunachal Pradesh,Kurung Kumey,Koloriang Hq,4798.0,52,92.0,51
Arunachal Pradesh,East Siang,Bilat Circle,4762.0,8,595.0,52
Arunachal Pradesh,Longding,Lawnu Circle,4707.0,13,362.0,53
Arunachal Pradesh,East Kameng,Bameng Adc,4474.0,28,160.0,54
Arunachal Pradesh,Shi Yomi,Mechuka Adc,4446.0,33,135.0,55
Arunachal Pradesh,Lower Subansiri,Pistana Circle,4322.0,27,160.0,56
Arunachal Pradesh,Longding,Pumao Circle,4312.0,5,862.0,57
Arunachal Pradesh,East Kameng,Chayangtajo Adc,4184.0,30,139.0,58
Arunachal Pradesh,Siang,Kaying Eac,4084.0,12,340.0,59
Arunachal Pradesh,Anjaw,Hawai Hq,3954.0,52,76.0,60
Arunachal Pradesh,Siang,Jomlo Mobuk Circle,3910.0,16,244.0,61
Arunachal Pradesh,Siang,Riga Eac,3887.0,7,555.0,62
Arunachal Pradesh,Kamle,Raga Adc,3863.0,23,168.0,63
Arunachal Pradesh,Papum Pare,Itanagar Eac,3756.0,5,751.0,64
Arunachal Pradesh,Pakke Kessang,Seijosa Adc,3739.0,16,234.0,65
Arunachal Pradesh,Changlang,Changlang Hq,3692.0,29,127.0,66
Arunachal Pradesh,Kra Daadi,Tali Adc,3591.0,33,109.0,67
Arunachal Pradesh,Changlang,Vijoynagar Eac,3564.0,12,297.0,68
Arunachal Pradesh,Lower Dibang Valley,Koronu Circle,3525.0,9,392.0,69
Arunachal Pradesh,Changlang,Namtok Eac,3242.0,15,216.0,70
Arunachal Pradesh,East Kameng,Khenawa Circle,3151.0,24,131.0,71
Arunachal Pradesh,Changlang,Nampong Sdo,3145.0,23,137.0,72
Arunachal Pradesh,Anjaw,Manchal Circle,3032.0,56,54.0,73
Arunachal Pradesh,Siang,Pangin Eac,3029.0,9,337.0,74
Arunachal Pradesh,East Kameng,Pakoti Circle,3025.0,22,138.0,75
Arunachal Pradesh,Shi Yomi,Monigong Eac,3025.0,34,89.0,75
Arunachal Pradesh,Lower Siang,Kangku Circle,3010.0,21,143.0,77
Arunachal Pradesh,Changlang,Khimiyang Eac,2956.0,15,197.0,78
Arunachal Pradesh,East Kameng,Pipu Dipu Circle,2927.0,29,101.0,79
Arunachal Pradesh,Dibang Valley,Anini,2925.0,13,225.0,80
Arunachal Pradesh,Changlang,Kantang Circle,2921.0,28,104.0,81
Arunachal Pradesh,Kurung Kumey,Patuk Adc,2891.0,34,85.0,82
Arunachal Pradesh,Papum Pare,Toru Circle,2857.0,23,124.0,83
Arunachal Pradesh,Lower Siang,Nari Adc,2836.0,5,567.0,84
Arunachal Pradesh,Kurung Kumey,Damin Circle,2785.0,32,87.0,85
Arunachal Pradesh,Siang,Rumgong Adc,2777.0,8,347.0,86
Arunachal Pradesh,Kamle,Puchi Geko Circle,2708.0,25,108.0,87
Arunachal Pradesh,Lower Siang,New Seren Circle,2548.0,8,319.0,88
Arunachal Pradesh,Papum Pare,Mengio Eac,2544.0,25,102.0,89
Arunachal Pradesh,Papum Pare,Sangdupota Basar Nello Circle,2493.0,27,92.0,90
Arunachal Pradesh,Pakke Kessang,Pizirang Veo Circle,2437.0,16,152.0,91
Arunachal Pradesh,Siang,Rebo Perging Circle,2421.0,6,404.0,92
Arunachal Pradesh,Kra Daadi,Chambang Circle,2322.0,30,77.0,93
Arunachal Pradesh,Changlang,Yatdam Circle,2256.0,15,150.0,94
Arunachal Pradesh,Kra Daadi,Pipsorang Circle,2206.0,32,69.0,95
Arunachal Pradesh,Shi Yomi,Tato Eac,2175.0,14,155.0,96
Arunachal Pradesh,East Kameng,Sawa Circle,2174.0,25,87.0,97
Arunachal Pradesh,East Kameng,Debeyar Co Circle,2133.0,8,267.0,98
Arunachal Pradesh,Papum Pare,Leporiang Circle,2103.0,18,117.0,99
Arunachal Pradesh,East Kameng,Richukrong Circle,2093.0,15,140.0,100
Arunachal Pradesh,Tawang,Dudunghar Circle,2036.0,21,97.0,101
Arunachal Pradesh,Changlang,Manmao Eac,2026.0,15,135.0,102
Arunachal Pradesh,Pakke Kessang,Pakke Kessang Eac,2007.0,15,134.0,103
Arunachal Pradesh,Lower Siang,Sibe Circle,2007.0,16,125.0,103
Arunachal Pradesh,Lower Siang,Gensi Eac,1937.0,10,194.0,105
Arunachal Pradesh,East Kameng,Lada Circle,1931.0,25,77.0,106
Arunachal Pradesh,Changlang,Jairampur Adc,1917.0,13,147.0,107
Arunachal Pradesh,Papum Pare,Taraso Circle,1896.0,16,119.0,108
Arunachal Pradesh,Kra Daadi,Gangte Circle,1805.0,22,82.0,109
Arunachal Pradesh,Siang,Kebang Circle,1755.0,9,195.0,110
Arunachal Pradesh,Kra Daadi,Yangte Circle,1732.0,22,79.0,111
Arunachal Pradesh,Anjaw,Goiliang Circle,1645.0,31,53.0,112
Arunachal Pradesh,Dibang Valley,Etalin,1575.0,28,56.0,113
Arunachal Pradesh,Kurung Kumey,Phassang Circle,1565.0,13,120.0,114
Arunachal Pradesh,Pakke Kessang,Dissing Passo Circle,1480.0,11,135.0,115
Arunachal Pradesh,Kamle,Gepen Circle,1476.0,9,164.0,116
Arunachal Pradesh,Siang,Payum Circle,1469.0,13,113.0,117
Arunachal Pradesh,Papum Pare,Borum,1435.0,6,239.0,118
Arunachal Pradesh,East Kameng,Gyawe Purang Circle,1432.0,14,102.0,119
Arunachal Pradesh,Anjaw,Metengliang Circle,1410.0,28,50.0,120
Arunachal Pradesh,Lower Siang,Koyu Eac,1322.0,8,165.0,121
Arunachal Pradesh,Papum Pare,Silsango Circle,1301.0,9,145.0,122
Arunachal Pradesh,Kurung Kumey,Sarli Circle,1299.0,21,62.0,123
Arunachal Pradesh,Anjaw,Walong Circle,1279.0,19,67.0,124
Arunachal Pradesh,Papum Pare,Gumto Circle,1267.0,5,253.0,125
Arunachal Pradesh,Pakke Kessang,Passa Valley Circle,1153.0,5,231.0,126
Arunachal Pradesh,Kra Daadi,Tarak Lengdi Cicle,1138.0,23,49.0,127
Arunachal Pradesh,Dibang Valley,Dambuen Circle,1086.0,14,78.0,128
Arunachal Pradesh,Kamle,Dollungmukh Circle,1080.0,9,120.0,129
Arunachal Pradesh,Lower Dibang Valley,Hunli Sdo,1030.0,20,52.0,130
Arunachal Pradesh,Leparada,Sago,964.0,4,241.0,131
Arunachal Pradesh,Anjaw,Kibithoo Circle,953.0,9,106.0,132
Arunachal Pradesh,Anjaw,Chaglagam Circle,949.0,14,68.0,133
Arunachal Pradesh,Tawang,Bongkhar Circle,931.0,3,310.0,134
Arunachal Pradesh,Papum Pare,Parang Circle,894.0,8,112.0,135
Arunachal Pradesh,Lower Subansiri,Deed Circle,829.0,5,166.0,136
Arunachal Pradesh,Lower Dibang Valley,Desali Circle,823.0,21,39.0,137
Arunachal Pradesh,Papum Pare,Kakoi Circle,803.0,6,134.0,138
Arunachal Pradesh,Lower Siang,Kora Circle,790.0,7,113.0,139
Arunachal Pradesh,Dibang Valley,Kronli (Arzoo Circle),789.0,19,42.0,140
Arunachal Pradesh,Changlang,Renuk Circle,718.0,5,144.0,141
Arunachal Pradesh,Kurung Kumey,Polosang Circle,673.0,16,42.0,142
Arunachal Pradesh,Changlang,Lyngok Longtoi Circle,643.0,6,107.0,143
Arunachal Pradesh,Shi Yomi,Pidi Circle,623.0,9,69.0,144
Arunachal Pradesh,Dibang Valley,Anelih,564.0,15,38.0,145
Arunachal Pradesh,Lower Dibang Valley,Parbuk Sdo,547.0,1,547.0,146
Arunachal Pradesh,Lower Subansiri,Unknown Subdistricts Of India,509.0,4,127.0,147
Arunachal Pradesh,East Kameng,Bana Eac,470.0,4,118.0,148
Arunachal Pradesh,Kurung Kumey,Nyobia Circle,433.0,5,87.0,149
Arunachal Pradesh,Dibang Valley,Mipi,333.0,11,30.0,150
Arunachal Pradesh,Papum Pare,Unknown Subdistricts Of India,240.0,1,240.0,151
Arunachal Pradesh,Anjaw,Unknown Subdistricts Of India,217.0,5,43.0,152
Arunachal Pradesh,Lohit,Unknown Subdistricts Of India,36.0,1,36.0,153
