STATE,DISTRICT,SUB_DISTRICT,VILLAGE_COUNT,TOTAL_POP,AVG_VILLAGE_POP,PCT_OF_DISTRICT,RANK_IN_DISTRICT
Andhra Pradesh,Y.S.R.,Veeraballe,8,32439.0,4055.0,1.65,33
Andhra Pradesh,Y.S.R.,Rajupalem,17,31944.0,1879.0,1.63,34
Andhra Pradesh,Y.S.R.,Kalasapadu,23,31922.0,1388.0,1.62,35
Andhra Pradesh,Y.S.R.,Simhadripuram,20,31654.0,1583.0,1.61,36
Andhra Pradesh,Y.S.R.,Veerapunayunipalle,18,30939.0,1719.0,1.57,37
Andhra Pradesh,Y.S.R.,Chakrayapet,16,30682.0,1918.0,1.56,38
Andhra Pradesh,Y.S.R.,Vontimitta,12,29790.0,2483.0,1.52,39
Andhra Pradesh,Y.S.R.,Rayachoti,15,29158.0,1944.0,1.48,40
Andhra Pradesh,Y.S.R.,Lingala,16,28832.0,1802.0,1.47,41
Andhra Pradesh,Y.S.R.,Sri Avadhutha Kasinayana,16,27842.0,1740.0,1.42,42
Andhra Pradesh,Y.S.R.,Vallur,17,27577.0,1622.0,1.4,43
Andhra Pradesh,Y.S.R.,Vemula,12,25578.0,2132.0,1.3,44
Andhra Pradesh,Y.S.R.,Mylavaram,24,25254.0,1052.0,1.29,45
Andhra Pradesh,Y.S.R.,Jammalamadugu,16,22933.0,1433.0,1.17,46
Andhra Pradesh,Y.S.R.,Thondur,16,22213.0,1388.0,1.13,47
Andhra Pradesh,Y.S.R.,Atlur,15,20185.0,1346.0,1.03,48
Andhra Pradesh,Y.S.R.,Badvel,18,19819.0,1101.0,1.01,49
Andhra Pradesh,Y.S.R.,B.Kodur,15,19450.0,1297.0,0.99,50
Andhra Pradesh,Y.S.R.,Gopavaram,6,15528.0,2588.0,0.79,51
Andhra Pradesh,Y.S.R.,Kadapa,1,3402.0,3402.0,0.17,52
Arunachal Pradesh,Anjaw,Hayuliang Adc,58,5097.0,88.0,27.5,1
Arunachal Pradesh,Anjaw,Hawai Hq,52,3954.0,76.0,21.33,2
Arunachal Pradesh,Anjaw,Manchal Circle,56,3032.0,54.0,16.36,3
Arunachal Pradesh,Anjaw,Goiliang Circle,31,1645.0,53.0,8.87,4
Arunachal Pradesh,Anjaw,Metengliang Circle,28,1410.0,50.0,7.61,5
Arunachal Pradesh,Anjaw,Walong Circle,19,1279.0,67.0,6.9,6
Arunachal Pradesh,Anjaw,Kibithoo Circle,9,953.0,106.0,5.14,7
Arunachal Pradesh,Anjaw,Chaglagam Circle,14,949.0,68.0,5.12,8
Arunachal Pradesh,Anjaw,Unknown Subdistricts Of India,5,217.0,43.0,1.17,9
Arunachal Pradesh,Changlang,Unknown Subdistricts Of India,38,40379.0,1063.0,35.79,1
Arunachal Pradesh,Changlang,Bordumsa Adc,37,19544.0,528.0,17.32,2
Arunachal Pradesh,Changlang,Miao Adc,29,9862.0,340.0,8.74,3
Arunachal Pradesh,Changlang,Kharsang Circle,28,9509.0,340.0,8.43,4
Arunachal Pradesh,Changlang,Diyun Eac,13,5181.0,399.0,4.59,5
Arunachal Pradesh,Changlang,Changlang Hq,29,3692.0,127.0,3.27,6
Arunachal Pradesh,Changlang,Vijoynagar Eac,12,3564.0,297.0,3.16,7
Arunachal Pradesh,Changlang,Namtok Eac,15,3242.0,216.0,2.87,8
Arunachal Pradesh,Changlang,Nampong Sdo,23,3145.0,137.0,2.79,9
Arunachal Pradesh,Changlang,Khimiyang Eac,15,2956.0,197.0,2.62,10
Arunachal Pradesh,Changlang,Kantang Circle,28,2921.0,104.0,2.59,11
Arunachal Pradesh,Changlang,Yatdam Circle,15,2256.0,150.0,2.0,12
Arunachal Pradesh,Changlang,Manmao Eac,15,2026.0,135.0,1.8,13
Arunachal Pradesh,Changlang,Jairampur Adc,13,1917.0,147.0,1.7,14
Arunachal Pradesh,Changlang,Tikhak Rima Putok Circle,13,1279.0,98.0,1.13,15
Arunachal Pradesh,Changlang,Renuk Circle,5,718.0,144.0,0.64,16
Arunachal Pradesh,Changlang,Lyngok Longtoi Circle,6,643.0,107.0,0.57,17
Arunachal Pradesh,Dibang Valley,Anini,13,2925.0,225.0,40.22,1
Arunachal Pradesh,Dibang Valley,Etalin,28,1575.0,56.0,21.66,2
Arunachal Pradesh,Dibang Valley,Dambuen Circle,14,1086.0,78.0,14.93,3
Arunachal Pradesh,Dibang Valley,Kronli (Arzoo Circle),19,789.0,42.0,10.85,4
Arunachal Pradesh,Dibang Valley,Anelih,15,564.0,38.0,7.76,5
Arunachal Pradesh,Dibang Valley,Mipi,11,333.0,30.0,4.58,6
Arunachal Pradesh,East Kameng,Bameng Adc,28,4474.0,160.0,14.27,1
Arunachal Pradesh,East Kameng,Chayangtajo Adc,30,4184.0,139.0,13.34,2
Arunachal Pradesh,East Kameng,Seppa Hq,23,3367.0,146.0,10.74,3
Arunachal Pradesh,East Kameng,Khenawa Circle,24,3151.0,131.0,10.05,4
Arunachal Pradesh,East Kameng,Pakoti Circle,22,3025.0,138.0,9.65,5
Arunachal Pradesh,East Kameng,Pipu Dipu Circle,29,2927.0,101.0,9.33,6
Arunachal Pradesh,East Kameng,Sawa Circle,25,2174.0,87.0,6.93,7
Arunachal Pradesh,East Kameng,Debeyar Co Circle,8,2133.0,267.0,6.8,8
Arunachal Pradesh,East Kameng,Richukrong Circle,15,2093.0,140.0,6.67,9
Arunachal Pradesh,East Kameng,Lada Circle,25,1931.0,77.0,6.16,10
Arunachal Pradesh,East Kameng,Gyawe Purang Circle,14,1432.0,102.0,4.57,11
Arunachal Pradesh,East Kameng,Bana Eac,4,470.0,118.0,1.5,12
Arunachal Pradesh,East Siang,Pasighat Hq,25,9650.0,386.0,23.05,1
Arunachal Pradesh,East Siang,Oyan Circle,12,8661.0,722.0,20.69,2
Arunachal Pradesh,East Siang,Namsing Circle,8,6544.0,818.0,15.63,3
Arunachal Pradesh,East Siang,Mebo Adc,10,6436.0,644.0,15.38,4
Arunachal Pradesh,East Siang,Ruksin Adc,11,5806.0,528.0,13.87,5
Arunachal Pradesh,East Siang,Bilat Circle,8,4762.0,595.0,11.38,6
Arunachal Pradesh,Kamle,Kamporijo Circle,36,5955.0,165.0,39.48,1
Arunachal Pradesh,Kamle,Raga Adc,23,3863.0,168.0,25.61,2
Arunachal Pradesh,Kamle,Puchi Geko Circle,25,2708.0,108.0,17.96,3
Arunachal Pradesh,Kamle,Gepen Circle,9,1476.0,164.0,9.79,4
Arunachal Pradesh,Kamle,Dollungmukh Circle,9,1080.0,120.0,7.16,5
Arunachal Pradesh,Kra Daadi,Palin Circle,38,5657.0,149.0,30.66,1
Arunachal Pradesh,Kra Daadi,Tali Adc,33,3591.0,109.0,19.46,2
Arunachal Pradesh,Kra Daadi,Chambang Circle,30,2322.0,77.0,12.58,3
Arunachal Pradesh,Kra Daadi,Pipsorang Circle,32,2206.0,69.0,11.96,4
Arunachal Pradesh,Kra Daadi,Gangte Circle,22,1805.0,82.0,9.78,5
Arunachal Pradesh,Kra Daadi,Yangte Circle,22,1732.0,79.0,9.39,6
Arunachal Pradesh,Kra Daadi,Tarak Lengdi Cicle,23,1138.0,49.0,6.17,7
Arunachal Pradesh,Kurung Kumey,Sangram Sdo,39,5264.0,135.0,21.33,1
Arunachal Pradesh,Kurung Kumey,Nyapin Adc,24,4968.0,207.0,20.13,2
Arunachal Pradesh,Kurung Kumey,Koloriang Hq,52,4798.0,92.0,19.44,3
Arunachal Pradesh,Kurung Kumey,Patuk Adc,34,2891.0,85.0,11.72,4
Arunachal Pradesh,Kurung Kumey,Damin Circle,32,2785.0,87.0,11.29,5
Arunachal Pradesh,Kurung Kumey,Phassang Circle,13,1565.0,120.0,6.34,6
Arunachal Pradesh,Kurung Kumey,Sarli Circle,21,1299.0,62.0,5.26,7
Arunachal Pradesh,Kurung Kumey,Polosang Circle,16,673.0,42.0,2.73,8
Arunachal Pradesh,Kurung Kumey,Nyobia Circle,5,433.0,87.0,1.75,9
Arunachal Pradesh,Leparada,Basar Adc,20,6692.0,335.0,43.47,1
Arunachal Pradesh,Leparada,Tirbin Eac,30,5015.0,167.0,32.58,2
Arunachal Pradesh,Leparada,Daring Circle,12,2724.0,227.0,17.69,3
Arunachal Pradesh,Leparada,Sago,4,964.0,241.0,6.26,4
Arunachal Pradesh,Lohit,Tezu Hq,30,16277.0,543.0,58.54,1
Arunachal Pradesh,Lohit,Wakro Circle,39,6678.0,171.0,24.02,2
Arunachal Pradesh,Lohit,Sunpura Circle,10,4815.0,482.0,17.32,3
Arunachal Pradesh,Lohit,Unknown Subdistricts Of India,1,36.0,36.0,0.13,4
Arunachal Pradesh,Longding,Longding Hq,14,15703.0,1122.0,30.78,1
Arunachal Pradesh,Longding,Pangchao Sdo,11,10421.0,947.0,20.42,2
Arunachal Pradesh,Longding,Wakka Sdo,12,9246.0,771.0,18.12,3
Arunachal Pradesh,Longding,Kanubari Adc,12,6633.0,553.0,13.0,4
Arunachal Pradesh,Longding,Lawnu Circle,13,4707.0,362.0,9.23,5
Arunachal Pradesh,Longding,Pumao Circle,5,4312.0,862.0,8.45,6
Arunachal Pradesh,Lower Dibang Valley,Roing Hq,44,23973.0,545.0,59.43,1
Arunachal Pradesh,Lower Dibang Valley,Dambuk Adc,12,5280.0,440.0,13.09,2
Arunachal Pradesh,Lower Dibang Valley,Tinali Paglam Circle,6,5163.0,861.0,12.8,3
Arunachal Pradesh,Lower Dibang Valley,Koronu Circle,9,3525.0,392.0,8.74,4
Arunachal Pradesh,Lower Dibang Valley,Hunli Sdo,20,1030.0,52.0,2.55,5
Arunachal Pradesh,Lower Dibang Valley,Desali Circle,21,823.0,39.0,2.04,6
Arunachal Pradesh,Lower Dibang Valley,Parbuk Sdo,1,547.0,547.0,1.36,7
Arunachal Pradesh,Lower Siang,Likabali Sdo,20,6272.0,314.0,30.27,1
Arunachal Pradesh,Lower Siang,Kangku Circle,21,3010.0,143.0,14.53,2
Arunachal Pradesh,Lower Siang,Nari Adc,5,2836.0,567.0,13.69,3
Arunachal Pradesh,Lower Siang,New Seren Circle,8,2548.0,319.0,12.3,4
Arunachal Pradesh,Lower Siang,Sibe Circle,16,2007.0,125.0,9.69,5
Arunachal Pradesh,Lower Siang,Gensi Eac,10,1937.0,194.0,9.35,6
Arunachal Pradesh,Lower Siang,Koyu Eac,8,1322.0,165.0,6.38,7
Arunachal Pradesh,Lower Siang,Kora Circle,7,790.0,113.0,3.81,8
Arunachal Pradesh,Lower Subansiri,Yazali Circle,30,8375.0,279.0,26.31,1
Arunachal Pradesh,Lower Subansiri,Old Ziro Sdo,25,8004.0,320.0,25.14,2
Arunachal Pradesh,Lower Subansiri,Yachuli Adc,33,5557.0,168.0,17.46,3
Arunachal Pradesh,Lower Subansiri,Pistana Circle,27,4322.0,160.0,13.58,4
Arunachal Pradesh,Lower Subansiri,Ziro Hq,24,4239.0,177.0,13.32,5
Arunachal Pradesh,Lower Subansiri,Deed Circle,5,829.0,166.0,2.6,6
Arunachal Pradesh,Lower Subansiri,Unknown Subdistricts Of India,4,509.0,127.0,1.6,7
Arunachal Pradesh,Namsai,Lekang Mahadevpur Circle,43,23758.0,553.0,33.74,1
Arunachal Pradesh,Namsai,Chongkham Eac,35,15636.0,447.0,22.21,2
Arunachal Pradesh,Namsai,Namsai Hq,24,9557.0,398.0,13.57,3
Arunachal Pradesh,Namsai,Piyong Circle,19,9055.0,477.0,12.86,4
Arunachal Pradesh,Namsai,Lathao Circle,13,6848.0,527.0,9.73,5
Arunachal Pradesh,Namsai,Unknown Subdistricts Of India,6,5557.0,926.0,7.89,6
Arunachal Pradesh,Pakke Kessang,Seijosa Adc,16,3739.0,234.0,34.57,1
Arunachal Pradesh,Pakke Kessang,Pizirang Veo Circle,16,2437.0,152.0,22.53,2
Arunachal Pradesh,Pakke Kessang,Pakke Kessang Eac,15,2007.0,134.0,18.56,3
Arunachal Pradesh,Pakke Kessang,Dissing Passo Circle,11,1480.0,135.0,13.68,4
Arunachal Pradesh,Pakke Kessang,Passa Valley Circle,5,1153.0,231.0,10.66,5
Arunachal Pradesh,Papum Pare,Doimukh Sdo,21,8623.0,411.0,14.38,1
Arunachal Pradesh,Papum Pare,Naharlagun Eac,4,6911.0,1728.0,11.53,2
Arunachal Pradesh,Papum Pare,Banderdewa Circle,18,6078.0,338.0,10.14,3
Arunachal Pradesh,Papum Pare,Sagalee Adc,29,5657.0,195.0,9.43,4
Arunachal Pradesh,Papum Pare,Balijan Adc,28,5638.0,201.0,9.4,5
Arunachal Pradesh,Papum Pare,Kimin Sdo,18,5465.0,304.0,9.11,6
Arunachal Pradesh,Papum Pare,Itanagar Eac,5,3756.0,751.0,6.26,7
Arunachal Pradesh,Papum Pare,Toru Circle,23,2857.0,124.0,4.76,8
Arunachal Pradesh,Papum Pare,Mengio Eac,25,2544.0,102.0,4.24,9
Arunachal Pradesh,Papum Pare,Sangdupota Basar Nello Circle,27,2493.0,92.0,4.16,10
Arunachal Pradesh,Papum Pare,Leporiang Circle,18,2103.0,117.0,3.51,11
Arunachal Pradesh,Papum Pare,Taraso Circle,16,1896.0,119.0,3.16,12
Arunachal Pradesh,Papum Pare,Borum,6,1435.0,239.0,2.39,13
Arunachal Pradesh,Papum Pare,Silsango Circle,9,1301.0,145.0,2.17,14
Arunachal Pradesh,Papum Pare,Gumto Circle,5,1267.0,253.0,2.11,15
Arunachal Pradesh,Papum Pare,Parang Circle,8,894.0,112.0,1.49,16
Arunachal Pradesh,Papum Pare,Kakoi Circle,6,803.0,134.0,1.34,17
Arunachal Pradesh,Papum Pare,Unknown Subdistricts Of India,1,240.0,240.0,0.4,18
Arunachal Pradesh,Shi Yomi,Mechuka Adc,33,4446.0,135.0,43.3,1
Arunachal Pradesh,Shi Yomi,Monigong Eac,34,3025.0,89.0,29.46,2
Arunachal Pradesh,Shi Yomi,Tato Eac,14,2175.0,155.0,21.18,3
Arunachal Pradesh,Shi Yomi,Pidi Circle,9,623.0,69.0,6.07,4
Arunachal Pradesh,Siang,Boleng Adc,11,4985.0,453.0,17.6,1
Arunachal Pradesh,Siang,Kaying Eac,12,4084.0,340.0,14.42,2
Arunachal Pradesh,Siang,Jomlo Mobuk Circle,16,3910.0,244.0,13.81,3
Arunachal Pradesh,Siang,Riga Eac,7,3887.0,555.0,13.73,4
Arunachal Pradesh,Siang,Pangin Eac,9,3029.0,337.0,10.7,5
Arunachal Pradesh,Siang,Rumgong Adc,8,2777.0,347.0,9.81,6
Arunachal Pradesh,Siang,Rebo Perging Circle,6,2421.0,404.0,8.55,7
Arunachal Pradesh,Siang,Kebang Circle,9,1755.0,195.0,6.2,8
Arunachal Pradesh,Siang,Payum Circle,13,1469.0,113.0,5.19,9
Arunachal Pradesh,Tawang,Dudunghar Circle,21,2036.0,97.0,68.62,1
Arunachal Pradesh,Tawang,Bongkhar Circle,3,931.0,310.0,31.38,2
